Source System,MDM Person ID,Source System ID,First Name,Middle Name,Last Name,Suffix,Previous Last Name,Gender,Nationality,Birthdate,Sport Code,Sport Code Conformed,Phone Number,Email Address,City,State,Zipcode,Country,Active
EMR,1003123,1774425689256210,Devon,,Gomez-Grenados,,,M,,2002-01-14 00:00:00,WRE,WRE,,,,,,,1
Training Center,1003125,916347A6-85E4-E511-ADF7-005056AD000E,Jinghua,,Webb,,,,,1998-05-11 00:00:00,WRE,WRE,,jwebb@msn.com,COS,CO,80911,USA,1
MDM,1003125,,Jinghua,,Webb,,,,,1998-05-11 00:00:00,WRE,WRE,,jwebb@msn.com,COS,CO,80911,USA,1
MDM,1003127,,KYLE,,Price,,,,USA,,WRE,WRE,4710306724,kprice@sbcglobal.net,Union,MO,63084,USA,1
Training Center,1003127,94A749CA-84E4-E511-ADF7-005056AD000E,KYLE,,Price,,,,USA,,WRE,WRE,,kprice@sbcglobal.net,Union,MO,63084,USA,1
Training Center,1003151,AAE09D84-80E4-E511-ADF7-005056AD000E,Aiyana,,Campisi,,,,,2000-12-19 00:00:00,WRE,WRE,4710306724,acampisi@provisioned.net,Wichita,KS,67212,USA,1
MDM,1003151,,Aiyana,,Campisi,,,,,2000-12-19 00:00:00,WRE,WRE,4710306724,acampisi@provisioned.net,Wichita,KS,67212,USA,1
Training Center,1003170,B9896504-7BE4-E511-ADF7-005056AD000E,Eliso,,Hett,,,,,1981-08-30 00:00:00,WGT,WGT,,eliso.hett@yahoo.com,Republic,MO,65738,USA,1
MDM,1003170,,Eliso,,Hett,,,,,1981-08-30 00:00:00,WGT,WGT,,eliso.hett@yahoo.com,Republic,MO,65738,USA,1
MDM,1003177,,Russell (Curt),,Mathy,,,,Australia,1993-01-20 00:00:00,BOB,BOB,,rmathy_02@mail.com,Whistler,BC,V0N 1B7,,1
Training Center,1003177,BCF4905B-B6E4-E511-ADF7-005056AD000E,Russell (Curt),,Mathy,,,,Australia,1993-01-20 00:00:00,BOB,BOB,,rmathy_02@mail.com,Whistler,BC,V0N 1B7,,1
MDM,1003178,,Komiko,,Waschmuth,,,,USA,2004-09-27 00:00:00,WRE,WRE,,kwaschmuth@msn.com,St. Charles,MO,63304,USA,1
Training Center,1003178,BDDCFCC9-83E4-E511-ADF7-005056AD000E,Komiko,,Waschmuth,,,,USA,2004-09-27 00:00:00,WRE,WRE,,kwaschmuth@msn.com,St. Charles,MO,63304,USA,1
Training Center,1003179,BEF8E43C-80E4-E511-ADF7-005056AD000E,KYLE,,Bishop,,,,,1999-07-03 00:00:00,WRE,WRE,,kbishop@gmail.com,Clive,IA,50325,USA,1
MDM,1003179,,KYLE,,Bishop,,,,,1999-07-03 00:00:00,WRE,WRE,,kbishop@gmail.com,Clive,IA,50325,USA,1
Training Center,1003189,C7A84DFD-7DE4-E511-ADF7-005056AD000E,Joel,,Fugitt,,,,,1982-04-06 00:00:00,WGT,WGT,,joel.fugitt@rocketmail.com,Littleton,CO,80123,USA,1
MDM,1003189,,Joel,,Fugitt,,,,,1982-04-06 00:00:00,WGT,WGT,,joel.fugitt@rocketmail.com,Littleton,CO,80123,USA,1
MDM,1003191,,Kathleen,,Stoll,,,,,1977-04-30 00:00:00,WGT,WGT,,kstoll@hotmail.com,Denver,CO,80207,USA,1
Training Center,1003191,C84F5CC5-7DE4-E511-ADF7-005056AD000E,Kathleen,,Stoll,,,,,1977-04-30 00:00:00,WGT,WGT,,kstoll@hotmail.com,Denver,CO,80207,USA,1
Training Center,1003196,CCAB8D58-82E4-E511-ADF7-005056AD000E,Conor,,McBee,,,,USA,1999-03-14 00:00:00,WRE,WRE,,cmcbee@slmpd.org,Dardenne Prairie,MO,63368,USA,1
MDM,1003196,,Conor,,McBee,,,,USA,1999-03-14 00:00:00,WRE,WRE,,cmcbee@slmpd.org,Dardenne Prairie,MO,63368,USA,1
Training Center,1003198,D0903EAD-7CE4-E511-ADF7-005056AD000E,Zack,,Garratt,,,,,,WGT,WGT,,,,,,,1
MDM,1003198,,Zack,,Garratt,,,,,,WGT,WGT,,,,,,,1
MDM,1003209,,Shawnn,,Ankeny,,,,,1992-07-17 00:00:00,WGT,WGT,,,Nevis,MN,56457,USA,1
Training Center,1003209,DA3311D7-7CE4-E511-ADF7-005056AD000E,Shawnn,,Ankeny,,,,,1992-07-17 00:00:00,WGT,WGT,,,Nevis,MN,56457,USA,1
MDM,1003211,,WILLIAM,,Edwards,,,,USA,2000-11-08 00:00:00,WRE,WRE,,wedwards@gmail.com,Ofallon,IL,62269,USA,1
Training Center,1003211,DA8D08F1-84E4-E511-ADF7-005056AD000E,WILLIAM,,Edwards,,,,USA,2000-11-08 00:00:00,WRE,WRE,,wedwards@gmail.com,Ofallon,IL,62269,USA,1
Training Center,1003227,E470D20F-83E4-E511-ADF7-005056AD000E,Malaika,,Sawicki,,,,USA,2001-06-18 00:00:00,WRE,WRE,,msawicki@aol.com,Mt Vernon,WA,98273,USA,1
EMR,1003227,1774461913006280,Malaika,,Sawicki,,,M,,2001-06-18 00:00:00,WRE,WRE,,,,,,,1
MDM,1003227,,Malaika,,Sawicki,,,M,USA,2001-06-18 00:00:00,WRE,WRE,,msawicki@aol.com,Mt Vernon,WA,98273,USA,1
Training Center,1003230,E53F5ED9-BDE4-E511-ADF7-005056AD000E,Oluwabukola,,Gearhart,,,,,,ATH,ATH,,,,,,,1
MDM,1003230,,Oluwabukola,,Gearhart,,,,,,ATH,ATH,,,,,,,1
Training Center,1003234,8D3F5325-95EA-E711-AFE5-005056AD000E,Alexa,,Flesher,,,,USA,2002-04-23 00:00:00,WRE,WRE,,aflesher@gmail.com,,,,,1
MDM,1003234,,Alexa,,Flesher,,,,USA,2002-04-23 00:00:00,WRE,WRE,,aflesher@gmail.com,St Charles,MO,63303,USA,1
Training Center,1003234,E84F7036-81E4-E511-ADF7-005056AD000E,Alexa,,Flesher,,,,USA,2002-04-23 00:00:00,WRE,WRE,,aflesher@sbcglobal.net,St Charles,MO,63303,USA,1
Training Center,1003236,E99083DE-82E4-E511-ADF7-005056AD000E,Ethan Shea,,Roussos,,,,,1999-05-05 00:00:00,WRE,WRE,,eroussos@scushnetgolf.com,Vancouver,WA,98683,USA,1
MDM,1003236,,Ethan Shea,,Roussos,,,,,1999-05-05 00:00:00,WRE,WRE,,eroussos@scushnetgolf.com,Vancouver,WA,98683,USA,1
Training Center,1003245,F0F6C6BB-7AE4-E511-ADF7-005056AD000E,Adam Sebastian,,Kline,,,,,1996-04-08 00:00:00,WGT,WGT,,adamsebastian.kline@gmail.com,Sauk Centre,MN,56378,USA,1
MDM,1003245,,Adam Sebastian,,Kline,,,,,1996-04-08 00:00:00,WGT,WGT,,adamsebastian.kline@gmail.com,Sauk Centre,MN,56378,USA,1
MDM,1003246,,haylea,,SMITH,,,,Australia,1992-03-28 00:00:00,BOB,BOB,,haylea.smith@gmail.com,Loftus,NSW,2232,,1
Training Center,1003246,F103870E-B7E4-E511-ADF7-005056AD000E,haylea,,SMITH,,,,Australia,1992-03-28 00:00:00,BOB,BOB,,haylea.smith@gmail.com,Loftus,NSW,2232,,1
Training Center,1002388,7B54C269-9EE0-E511-ADF7-005056AD000E,Mallory,,Dailey,,,,Sweden,1989-08-26 00:00:00,ATH,ATH,,mallory.dailey_02@mail.com,,,,,1
Athlete CRM,1003251,003VY00000FN8aYYAT,Zbigniew,,Funk,,Funk,,,2005-05-31 00:00:00,WRE,WRE,,zzunk@yahoo.com,,,,,1
Training Center,1003251,F62C37E5-88E4-E511-ADF7-005056AD000E,Zbigniew,,Funk,,,,USA,2005-05-31 00:00:00,WRE,WRE,,,Nixa,MO,65714,USA,1
MDM,1002390,,Gustavo,,Hunt,,,,Sweden,1983-08-18 00:00:00,ATH,ATH,,hunt.gustavo@gmail.com,,,,,1
Training Center,1003251,F62C37E5-88E4-E511-ADF7-005056AD000E,Zbigniew,,Funk,,,,USA,2005-05-31 00:00:00,WRE,WRE,,,Nixa,MO,65714,USA,1
Athlete CRM,1003251,003VY00000FN8aYYAT,Zbigniew,,Funk,,Funk,,,2005-05-31 00:00:00,WRE,WRE,,zzunk@yahoo.com,,,,,1
MDM,1003252,,Daniella,,Warren,,,,,1980-08-16 00:00:00,WGT,WGT,,dwarren@inward-fitness.com,Denver,CO,80210,USA,1
Training Center,1003252,F975AC33-7AE4-E511-ADF7-005056AD000E,Daniella,,Warren,,,,,1980-08-16 00:00:00,WGT,WGT,,dwarren@inward-fitness.com,Denver,CO,80210,USA,1
Competition Results,1003546,392317,JAMES,,Bynum,,,M,USA,1968-09-28 00:00:00,ARY,ARY,,,,,,,1
MDM,1003546,,JAMES,,Bynum,,,M,USA,1968-09-28 00:00:00,ARY,ARY,,,,,,,1
MDM,1003548,,Matt,,Sharff,,,M,USA,1989-08-02 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003548,603145,Matt,,Sharff,,,M,USA,1989-08-02 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003549,672248,Quincy,,Muller,,,M,USA,1989-04-13 00:00:00,BOX,BOX,,,,,,,1
MDM,1003549,,Quincy,,Muller,,,M,USA,1989-04-13 00:00:00,BOX,BOX,,,,,,,1
MDM,1003550,,Danny,,Barry,,,F,USA,1992-02-07 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003550,711770,Danny,,Barry,,,F,USA,1992-02-07 00:00:00,SSK,SSK,,,,,,,1
MDM,1003551,,Conor,,Smith,,,M,USA,1992-08-02 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003551,712663,Conor,,Smith,,,M,USA,1992-08-02 00:00:00,SSK,SSK,,,,,,,1
MDM,1003552,,Susanne,,Velasquez Mauad,,,F,USA,1991-01-17 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003552,712669,Susanne,,Velasquez Mauad,,,F,USA,1991-01-17 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003553,753872,Adam Sebastian,,Lopez Miro,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003553,,Adam Sebastian,,Lopez Miro,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003554,,JOSEPH,,Dawson,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003554,753904,JOSEPH,,Dawson,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003555,753926,Nichole,,Kitayama,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003555,,Nichole,,Kitayama,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003556,,NATHAN,,Torres,,,M,USA,1992-09-12 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003556,761880,NATHAN,,Torres,,,M,USA,1992-09-12 00:00:00,SSK,SSK,,,,,,,1
MDM,1003557,,Erin,,Dudek,,,M,USA,1992-02-21 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003557,761881,Erin,,Dudek,,,M,USA,1992-02-21 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003558,818471,ANDREW,,Hoeper,,,M,USA,1991-08-30 00:00:00,SSK,SSK,,,,,,,1
MDM,1003558,,ANDREW,,Hoeper,,,M,USA,1991-08-30 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003559,860204,JORDAN,,Rogers-Torres,,,M,USA,,WRE,WRE,,,,,,,1
MDM,1003559,,JORDAN,,Rogers-Torres,,,M,USA,,WRE,WRE,,,,,,,1
Competition Results,1003560,921641,Kendrick,,Punke,,,F,USA,1994-11-28 00:00:00,SSK,SSK,,,,,,,1
MDM,1003560,,Kendrick,,Punke,,,F,USA,1994-11-28 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003561,1005438,Haymes,,Dehghan,,,F,USA,1991-09-04 00:00:00,SSK,SSK,,,,,,,1
MDM,1003561,,Haymes,,Dehghan,,,F,USA,1991-09-04 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003562,1052596,Shellee,,Conant,,,F,USA,1994-11-07 00:00:00,SSK,SSK,,,,,,,1
MDM,1003562,,Shellee,,Conant,,,F,USA,1994-11-07 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003563,1064248,Sarah,,Reichart,,,F,USA,1996-05-06 00:00:00,SSK,SSK,,,,,,,1
MDM,1003563,,Sarah,,Reichart,,,F,USA,1996-05-06 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003564,1064249,Prairie,,Meller,,,F,USA,1994-07-01 00:00:00,SSK,SSK,,,,,,,1
MDM,1003564,,Prairie,,Meller,,,F,USA,1994-07-01 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003565,1064252,Conor,,Theys,,,M,USA,1994-06-24 00:00:00,SSK,SSK,,,,,,,1
MDM,1003565,,Conor,,Theys,,,M,USA,1994-06-24 00:00:00,SSK,SSK,,,,,,,1
Competition Results,1003566,1120251,Anton,,Sinal,,,M,USA,1995-02-23 00:00:00,BOX,BOX,,,,,,,1
MDM,1003566,,Anton,,Sinal,,,M,USA,1995-02-23 00:00:00,BOX,BOX,,,,,,,1
MDM,1003567,,Edward,,Gyllensten,,,M,USA,1995-06-04 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003567,1124482,Edward,,Gyllensten,,,M,USA,1995-06-04 00:00:00,BOX,BOX,,,,,,,1
MDM,1003569,,Oksana,,Toth,,,M,USA,1994-02-22 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003569,1124541,Oksana,,Toth,,,M,USA,1994-02-22 00:00:00,BOX,BOX,,,,,,,1
MDM,1003570,,Albert,,Lawson,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003570,1154944,Albert,,Lawson,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003571,,André,,Sheridan,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003571,1154977,André,,Sheridan,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003572,,Doug,,Barott,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003572,1155163,Doug,,Barott,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003574,,Josie,,Berrian,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003574,1155166,Josie,,Berrian,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003575,1155400,Owen,,Capasso,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003575,,Owen,,Capasso,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003576,1155401,Rose,,HILL,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003576,,Rose,,HILL,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003577,,Travis,,Byrd,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003577,1155402,Travis,,Byrd,,,M,USA,,BOX,BOX,,,,,,,1
MDM,1003578,,WILLIAM,,Jacob,,,M,USA,,BOX,BOX,,,,,,,1
Competition Results,1003578,1155403,WILLIAM,,Jacob,,,M,USA,,BOX,BOX,,,,,,,1
Athlete Education,1003579,0034600000wFGEmAAO,ANDREW,,Turso,,,M,,1994-12-30 00:00:00,SSK,SSK,,aturs@outlook.com,Saint Paul,MN,55102,USA,1
Competition Results,1003579,1156982,ANDREW,,Turso,,,M,USA,1994-12-30 00:00:00,SSK,SSK,,,,,,,1
MDM,1003579,,ANDREW,,Turso,,Turso,M,USA,1994-12-30 00:00:00,SSK,SSK,,aturs@outlook.com,Saint Paul,MN,55102,USA,1
Athlete CRM,1003579,003Do00000QtihbIAB,ANDREW,,Turso,,Turso,,,1994-12-30 00:00:00,SSK,SSK,,aturso@gmail.com,,,,,1
Athlete Education,1003579,0034600000wFGEmAAO,ANDREW,,Turso,,,M,,1994-12-30 00:00:00,SSK,SSK,,aturs@outlook.com,Saint Paul,MN,55102,USA,1
MDM,1003579,,ANDREW,,Turso,,Turso,M,USA,1994-12-30 00:00:00,SSK,SSK,,aturs@outlook.com,Saint Paul,MN,55102,USA,1
Competition Results,1003579,1156982,ANDREW,,Turso,,,M,USA,1994-12-30 00:00:00,SSK,SSK,,,,,,,1
Athlete CRM,1003579,003Do00000QtihbIAB,ANDREW,,Turso,,Turso,,,1994-12-30 00:00:00,SSK,SSK,,aturso@gmail.com,,,,,1
Competition Results,1003581,1157005,ROBERT,,Goransson,,,M,USA,1994-11-17 00:00:00,SSK,SSK,,,,,,,1
MDM,1003581,,ROBERT,,Goransson,,,M,USA,1994-11-17 00:00:00,SSK,SSK,,,,,,,1
MDM,1003582,,Colton,,Hall,,,M,USA,1996-03-28 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003582,1160997,Colton,,Hall,,,M,USA,1996-03-28 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003583,1208548,Briana,,Krill,,,M,USA,1996-08-09 00:00:00,FSK,FSK,,,,,,,1
MDM,1003583,,Briana,,Krill,,,M,USA,1996-08-09 00:00:00,FSK,FSK,,,,,,,1
MDM,1003584,,Devon,,Perkins,,,M,USA,1993-04-06 00:00:00,FSK,FSK,,,,,,,1
Competition Results,1003584,1208558,Devon,,Perkins,,,M,USA,1993-04-06 00:00:00,FSK,FSK,,,,,,,1
Competition Results,1003586,1208582,Kaitlyn,,Bukkems,,,F,USA,1996-08-11 00:00:00,FSK,FSK,,,,,,,1
MDM,1003586,,Kaitlyn,,Bukkems,,,F,USA,1996-08-11 00:00:00,FSK,FSK,,,,,,,1
MDM,1003587,,Nikol,,Checkeroski,,,M,USA,1992-07-03 00:00:00,FSK,FSK,,,,,,,1
Competition Results,1003587,1208608,Nikol,,Checkeroski,,,M,USA,1992-07-03 00:00:00,FSK,FSK,,,,,,,1
Competition Results,1003588,1208609,Noah,,Phillips,,,M,USA,1995-06-11 00:00:00,FSK,FSK,,,,,,,1
MDM,1003588,,Noah,,Phillips,,,M,USA,1995-06-11 00:00:00,FSK,FSK,,,,,,,1
Competition Results,1003589,1213258,Abbey,,Mills,,,M,USA,1997-11-25 00:00:00,SKI,SKI,,,,,,,1
MDM,1003589,,Abbey,,Mills,,,M,USA,1997-11-25 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003590,1213370,André,,Hammer,,,M,CRC,1995-10-02 00:00:00,SKI,SKI,,,,,,,1
MDM,1003590,,André,,Hammer,,,M,CRC,1995-10-02 00:00:00,SKI,SKI,,,,,,,1
MDM,1003591,,ANDREW,,Tilden,,,M,USA,1998-05-03 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003591,1213371,ANDREW,,Tilden,,,M,USA,1998-05-03 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003592,1213475,Casandre,,Sherman,,,M,USA,,SKI,SKI,,,,,,,1
MDM,1003592,,Casandre,,Sherman,,,M,USA,,SKI,SKI,,,,,,,1
MDM,1003593,,Carter,,Kessy,,,M,USA,1996-09-18 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003593,1213482,Carter,,Kessy,,,M,USA,1996-09-18 00:00:00,SKI,SKI,,,,,,,1
MDM,1003594,,Chance,,Rogers,,,M,MEX,1992-08-26 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003594,1213495,Chance,,Rogers,,,M,MEX,1992-08-26 00:00:00,SKI,SKI,,,,,,,1
MDM,1003596,,Gannon,,Carreon,,,M,USA,1997-10-03 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003596,1213700,Gannon,,Carreon,,,M,USA,1997-10-03 00:00:00,SKI,SKI,,,,,,,1
MDM,1003597,,Dylan Mac,,Sonntag,,,M,USA,1996-02-08 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003597,1213734,Dylan Mac,,Sonntag,,,M,USA,1996-02-08 00:00:00,SKI,SKI,,,,,,,1
MDM,1003598,,Ilka,,Hamin-Gilliam,,,M,USA,1992-03-07 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003598,1213742,Ilka,,Hamin-Gilliam,,,M,USA,1992-03-07 00:00:00,SKI,SKI,,,,,,,1
MDM,1003600,,KYLE,,Deluca,,,M,USA,1996-01-22 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003600,1214141,KYLE,,Deluca,,,M,USA,1996-01-22 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003601,1214152,keith,,McKeenan-Tibone,,,M,USA,1997-07-25 00:00:00,SKI,SKI,,,,,,,1
MDM,1003601,,keith,,McKeenan-Tibone,,,M,USA,1997-07-25 00:00:00,SKI,SKI,,,,,,,1
MDM,1003602,,Luckie,,Ewing,,,M,USA,1990-09-25 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003602,1214155,Luckie,,Ewing,,,M,USA,1990-09-25 00:00:00,SKI,SKI,,,,,,,1
MDM,1003603,,Kailani,,Gerdon,,,M,USA,1995-12-14 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003603,1214215,Kailani,,Gerdon,,,M,USA,1995-12-14 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003604,1214478,Trey,,Hauber,,,M,USA,1995-09-18 00:00:00,SKI,SKI,,,,,,,1
MDM,1003604,,Trey,,Hauber,,,M,USA,1995-09-18 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003605,1214519,Teddy,,Caldwell,,,M,USA,1997-04-30 00:00:00,SKI,SKI,,,,,,,1
MDM,1003605,,Teddy,,Caldwell,,,M,USA,1997-04-30 00:00:00,SKI,SKI,,,,,,,1
MDM,1003607,,Ryan Jacob,,Murray,,,M,NZL,1994-09-19 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003607,1214545,Ryan Jacob,,Murray,,,M,NZL,1994-09-19 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003608,1218140,Diego,,Gonzalez Moller,,,F,USA,1995-10-10 00:00:00,BOX,BOX,,,,,,,1
MDM,1003608,,Diego,,Gonzalez Moller,,,F,USA,1995-10-10 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003609,1218246,Sameer,,Kington,,,F,USA,1995-11-08 00:00:00,BOX,BOX,,,,,,,1
MDM,1003609,,Sameer,,Kington,,,F,USA,1995-11-08 00:00:00,BOX,BOX,,,,,,,1
MDM,1003610,,Marissa,,Lopez Miro,,,F,USA,1996-07-14 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003610,1218253,Marissa,,Lopez Miro,,,F,USA,1996-07-14 00:00:00,BOX,BOX,,,,,,,1
MDM,1003611,,Karmin,,Sargent,,,F,USA,1996-03-29 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003611,1218267,Karmin,,Sargent,,,F,USA,1996-03-29 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003612,1219330,Ilka,,Busley,,,M,USA,1996-07-15 00:00:00,SKI,SKI,,,,,,,1
MDM,1003612,,Ilka,,Busley,,,M,USA,1996-07-15 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003613,1219415,Hanne,,Fernandez Grossetete,,,F,USA,1999-02-03 00:00:00,SKI,SKI,,,,,,,1
MDM,1003613,,Hanne,,Fernandez Grossetete,,,F,USA,1999-02-03 00:00:00,SKI,SKI,,,,,,,1
Competition Results,1003614,1238862,Brian,,Bohlemann,,,F,USA,1979-09-01 00:00:00,SKI,SKI,,,,,,,1
MDM,1003614,,Brian,,Bohlemann,,,F,USA,1979-09-01 00:00:00,SKI,SKI,,,,,,,1
MDM,1003615,,Chandler Shane,,Bechtol,,,M,USA,1982-03-05 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003615,1246786,Chandler Shane,,Bechtol,,,M,USA,1982-03-05 00:00:00,ARY,ARY,,,,,,,1
MDM,1003616,,LAURA,,Sherard,,,F,USA,1963-08-02 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003616,1246833,LAURA,,Sherard,,,F,USA,1963-08-02 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003617,1256583,Ivan,,Ogasawara,,,M,USA,1997-04-14 00:00:00,BOX,BOX,,,,,,,1
MDM,1003617,,Ivan,,Ogasawara,,,M,USA,1997-04-14 00:00:00,BOX,BOX,,,,,,,1
MDM,1003618,,KEVIN,,Wilkin,,,M,USA,1979-04-21 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003618,1316387,KEVIN,,Wilkin,,,M,USA,1979-04-21 00:00:00,ARY,ARY,,,,,,,1
MDM,1003619,,Sheaffer,Allen,Vinios,,Vinios,M,USA,1984-06-27 00:00:00,ARY,ARY,,sheafferv@yahoo.com,Mount Vernon,WA,98273,USAA (the),1
Competition Results,1003619,1316486,Sheaffer,,Vinios,,,M,USA,1984-06-27 00:00:00,ARY,ARY,,,,,,,1
Athlete CRM,1003619,0033h00001AcsNzAAJ,Sheaffer,Allen,Vinios,,Vinios,M,,1984-06-27 00:00:00,ARY,ARY,,sheafferv@yahoo.com,Mount Vernon,WA,98273,USAA (the),1
Athlete Historical,1003619,FF47F42A-BF15-E911-810E-005056AD41B8,Sheaffer,,Vinios,,,M,,1984-06-27 00:00:00,ARY,ARY,,sheafferv@yahoo.com,Mount Vernon,WA,98273,USA,1
MDM,1003620,,Timothy,,Gilllette,,,M,USA,1969-07-03 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003620,1316502,Timothy,,Gilllette,,,M,USA,1969-07-03 00:00:00,ARY,ARY,,,,,,,1
Competition Results,1003621,1343567,CJ,,Vitchoff,,,F,CAN,1994-10-14 00:00:00,ATH,ATH,,,,,,,1
MDM,1003621,,CJ,,Vitchoff,,,F,CAN,1994-10-14 00:00:00,ATH,ATH,,,,,,,1
Competition Results,1003622,1374114,Nicole,,Baillie,,,M,USA,,SAI,SAI,,,,,,,1
MDM,1003622,,Nicole,,Baillie,,,M,USA,,SAI,SAI,,,,,,,1
MDM,1003623,,Anne,,Suttle,,,F,USA,1998-11-14 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003623,1388989,Anne,,Suttle,,,F,USA,1998-11-14 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003624,1389015,Hitomi,,Perini,,,F,USA,1998-06-13 00:00:00,BOX,BOX,,,,,,,1
MDM,1003624,,Hitomi,,Perini,,,F,USA,1998-06-13 00:00:00,BOX,BOX,,,,,,,1
MDM,1003625,,Melissa,,Gonzalez Moller,,,F,USA,1998-10-01 00:00:00,BOX,BOX,,,,,,,1
Competition Results,1003625,1389038,Melissa,,Gonzalez Moller,,,F,USA,1998-10-01 00:00:00,BOX,BOX,,,,,,,1
EMR,1003625,1746790167056120,Melissa,,Gonzalez Moller,,,F,,1998-10-01 00:00:00,BOX,BOX,,,,,77009,,1
Competition Results,1003626,1411300,Gustaf,,Lunn,,,M,USA,,SSK,SSK,,,,,,,1
MDM,1003626,,Gustaf,,Lunn,,,M,USA,,SSK,SSK,,,,,,,1
MDM,1003627,,Michael Briggs,,Koll,,,M,USA,,SSK,SSK,,,,,,,1
Competition Results,1003627,1411303,Michael Briggs,,Koll,,,M,USA,,SSK,SSK,,,,,,,1
Competition Results,1003628,1411308,Janeth,,Legate,,,F,USA,,SSK,SSK,,,,,,,1
MDM,1003628,,Janeth,,Legate,,,F,USA,,SSK,SSK,,,,,,,1
Competition Results,1003629,1421731,Annabell,,Davis,,,F,USA,2001-10-04 00:00:00,FSK,FSK,,,,,,,1
MDM,1003629,,Annabell,,Davis,,,F,USA,2001-10-04 00:00:00,FSK,FSK,,,,,,,1
MDM,1003631,,Alexis Chyanne,,Bloomberg,,,F,USA,,WRE,WRE,,,,,,,1
Competition Results,1003631,1428123,Alexis Chyanne,,Bloomberg,,,F,USA,,WRE,WRE,,,,,,,1
MDM,1003633,,Anton,,Pisocopo,,,M,USA,,WRE,WRE,,,,,,,1
Competition Results,1003633,1428133,Anton,,Pisocopo,,,M,USA,,WRE,WRE,,,,,,,1
MDM,1003636,,Dylan Mac,,Dencer,,,M,USA,,WRE,WRE,,,,,,,1
Competition Results,1003636,1428159,Dylan Mac,,Dencer,,,M,USA,,WRE,WRE,,,,,,,1
